Job Title,Company,Industry,Location,Experience Required,Skills Required,Job Link
Software Engineer Returnship,Airbnb,AI/ML,"Boston, USA",5+ years,"Python, Java, C++",https://careers.meta.com/devops-engineer-returnship
Data Analyst Returnship,Uber,Cybersecurity,"Austin, USA",3+ years,"CI/CD, Kubernetes, Jenkins",https://careers.microsoft.com/frontend-developer-returnship
AI/ML Engineer Returnship,Google,Cybersecurity,Remote,3+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.tesla.com/ux-designer-returnship
Cybersecurity Analyst Returnship,Uber,Product Management,"Boston, USA",5+ years,"Figma, Adobe XD, UX Research",https://careers.uber.com/frontend-developer-returnship
Backend Developer Returnship,Airbnb,DevOps,"San Diego, USA",3+ years,"React, HTML, CSS, JavaScript",https://careers.salesforce.com/software-engineer-returnship
Cybersecurity Analyst Returnship,IBM,Design,"Toronto, Canada",5+ years,"CI/CD, Kubernetes, Jenkins",https://careers.google.com/cloud-engineer-returnship
AI/ML Engineer Returnship,Amazon,AI/ML,"Chicago, USA",2+ years,"CI/CD, Kubernetes, Jenkins",https://careers.salesforce.com/cloud-engineer-returnship
UX Designer Returnship,Meta,DevOps,"Toronto, Canada",2+ years,"Python, Java, C++",https://careers.google.com/backend-developer-returnship
Frontend Developer Returnship,Tesla,Cybersecurity,"Seattle, USA",2+ years,"Network Security, SIEM, Python",https://careers.ibm.com/ai/ml-engineer-returnship
Product Manager Returnship,Google,Cybersecurity,"New York, USA",1+ years,"Figma, Adobe XD, UX Research",https://careers.netflix.com/ux-designer-returnship
DevOps Engineer Returnship,Airbnb,DevOps,"San Diego, USA",3+ years,"React, HTML, CSS, JavaScript",https://careers.microsoft.com/data-analyst-returnship
DevOps Engineer Returnship,Netflix,DevOps,"Los Angeles, USA",2+ years,"React, HTML, CSS, JavaScript",https://careers.amazon.com/cybersecurity-analyst-returnship
Frontend Developer Returnship,IBM,Tech,"San Diego, USA",5+ years,"SQL, Excel, Tableau",https://careers.uber.com/cloud-engineer-returnship
Backend Developer Returnship,Airbnb,AI/ML,"Toronto, Canada",5+ years,"AWS, Docker, Kubernetes",https://careers.airbnb.com/backend-developer-returnship
DevOps Engineer Returnship,Tesla,Design,"Toronto, Canada",2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.netflix.com/product-manager-returnship
Frontend Developer Returnship,Amazon,DevOps,"Boston, USA",2+ years,"Python, Java, C++",https://careers.salesforce.com/cloud-engineer-returnship
Frontend Developer Returnship,Microsoft,DevOps,"Boston, USA",2+ years,"React, HTML, CSS, JavaScript",https://careers.meta.com/cloud-engineer-returnship
Product Manager Returnship,Uber,Tech,"Seattle, USA",5+ years,"Java, Spring Boot, PostgreSQL",https://careers.airbnb.com/frontend-developer-returnship
AI/ML Engineer Returnship,Netflix,AI/ML,Remote,1+ years,"CI/CD, Kubernetes, Jenkins",https://careers.meta.com/cybersecurity-analyst-returnship
AI/ML Engineer Returnship,Microsoft,AI/ML,"Seattle, USA",2+ years,"AWS, Docker, Kubernetes",https://careers.microsoft.com/backend-developer-returnship
AI/ML Engineer Returnship,Uber,Software Development,"Los Angeles, USA",5+ years,"Figma, Adobe XD, UX Research",https://careers.netflix.com/cloud-engineer-returnship
Cybersecurity Analyst Returnship,Uber,Cloud Computing,"Boston, USA",5+ years,"Figma, Adobe XD, UX Research",https://careers.tesla.com/backend-developer-returnship
Data Analyst Returnship,Uber,Cloud Computing,"Los Angeles, USA",2+ years,"Java, Spring Boot, PostgreSQL",https://careers.airbnb.com/cybersecurity-analyst-returnship
Cybersecurity Analyst Returnship,Uber,Cybersecurity,"Boston, USA",3+ years,"AWS, Docker, Kubernetes",https://careers.google.com/software-engineer-returnship
Frontend Developer Returnship,Uber,Product Management,"Boston, USA",5+ years,"Figma, Adobe XD, UX Research",https://careers.uber.com/ux-designer-returnship
Data Analyst Returnship,Google,Product Management,"Boston, USA",3+ years,"SQL, Excel, Tableau",https://careers.ibm.com/data-analyst-returnship
DevOps Engineer Returnship,Tesla,AI/ML,"Austin, USA",3+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.salesforce.com/cybersecurity-analyst-returnship
Cloud Engineer Returnship,Salesforce,Design,"San Francisco, USA",1+ years,"React, HTML, CSS, JavaScript",https://careers.meta.com/cloud-engineer-returnship
Cybersecurity Analyst Returnship,Google,Cloud Computing,"San Diego, USA",5+ years,"Python, Java, C++",https://careers.google.com/backend-developer-returnship
Cybersecurity Analyst Returnship,Tesla,Software Development,"Austin, USA",1+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.airbnb.com/backend-developer-returnship
Product Manager Returnship,Netflix,Design,"New York, USA",2+ years,"Java, Spring Boot, PostgreSQL",https://careers.airbnb.com/ai/ml-engineer-returnship
AI/ML Engineer Returnship,Meta,Product Management,"Toronto, Canada",1+ years,"SQL, Excel, Tableau",https://careers.amazon.com/data-analyst-returnship
UX Designer Returnship,Google,DevOps,"Chicago, USA",2+ years,"Product Strategy, Agile, UX Research",https://careers.netflix.com/cloud-engineer-returnship
DevOps Engineer Returnship,Netflix,DevOps,"Los Angeles, USA",3+ years,"Network Security, SIEM, Python",https://careers.airbnb.com/data-analyst-returnship
UX Designer Returnship,Microsoft,Cloud Computing,"San Francisco, USA",5+ years,"React, HTML, CSS, JavaScript",https://careers.google.com/devops-engineer-returnship
AI/ML Engineer Returnship,Netflix,Product Management,"New York, USA",1+ years,"Product Strategy, Agile, UX Research",https://careers.tesla.com/product-manager-returnship
Data Analyst Returnship,IBM,Product Management,Remote,5+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.salesforce.com/data-analyst-returnship
Cybersecurity Analyst Returnship,Microsoft,Design,"Boston, USA",3+ years,"Network Security, SIEM, Python",https://careers.ibm.com/cybersecurity-analyst-returnship
AI/ML Engineer Returnship,Airbnb,Cybersecurity,"Boston, USA",3+ years,"CI/CD, Kubernetes, Jenkins",https://careers.ibm.com/ai/ml-engineer-returnship
Cybersecurity Analyst Returnship,Netflix,Software Development,"Chicago, USA",3+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.meta.com/product-manager-returnship
Frontend Developer Returnship,Amazon,Cloud Computing,"Chicago, USA",3+ years,"AWS, Docker, Kubernetes",https://careers.tesla.com/cloud-engineer-returnship
Cloud Engineer Returnship,Google,Cybersecurity,"Chicago, USA",3+ years,"SQL, Excel, Tableau",https://careers.tesla.com/cybersecurity-analyst-returnship
AI/ML Engineer Returnship,Netflix,Product Management,"New York, USA",3+ years,"React, HTML, CSS, JavaScript",https://careers.airbnb.com/cybersecurity-analyst-returnship
Software Engineer Returnship,Uber,Cloud Computing,"Toronto, Canada",1+ years,"Python, Java, C++",https://careers.meta.com/cybersecurity-analyst-returnship
DevOps Engineer Returnship,Netflix,AI/ML,"Toronto, Canada",5+ years,"Network Security, SIEM, Python",https://careers.tesla.com/cloud-engineer-returnship
Cloud Engineer Returnship,Amazon,Software Development,"Austin, USA",1+ years,"SQL, Excel, Tableau",https://careers.tesla.com/cloud-engineer-returnship
AI/ML Engineer Returnship,Salesforce,Cloud Computing,"Los Angeles, USA",3+ years,"Product Strategy, Agile, UX Research",https://careers.google.com/ai/ml-engineer-returnship
Software Engineer Returnship,Salesforce,Cybersecurity,"Austin, USA",2+ years,"CI/CD, Kubernetes, Jenkins",https://careers.meta.com/cybersecurity-analyst-returnship
Software Engineer Returnship,Amazon,Product Management,"San Diego, USA",2+ years,"Python, Java, C++",https://careers.airbnb.com/product-manager-returnship
DevOps Engineer Returnship,Amazon,Cybersecurity,Remote,3+ years,"Product Strategy, Agile, UX Research",https://careers.ibm.com/frontend-developer-returnship
AI/ML Engineer Returnship,Microsoft,DevOps,"Los Angeles, USA",3+ years,"CI/CD, Kubernetes, Jenkins",https://careers.airbnb.com/product-manager-returnship
Cloud Engineer Returnship,Salesforce,DevOps,"San Diego, USA",3+ years,"AWS, Docker, Kubernetes",https://careers.microsoft.com/software-engineer-returnship
Product Manager Returnship,Google,Cybersecurity,"Boston, USA",5+ years,"Network Security, SIEM, Python",https://careers.salesforce.com/cloud-engineer-returnship
Data Analyst Returnship,Meta,DevOps,"San Francisco, USA",5+ years,"React, HTML, CSS, JavaScript",https://careers.netflix.com/backend-developer-returnship
Software Engineer Returnship,IBM,DevOps,"San Diego, USA",1+ years,"Product Strategy, Agile, UX Research",https://careers.ibm.com/backend-developer-returnship
UX Designer Returnship,Google,Cybersecurity,"San Francisco, USA",5+ years,"CI/CD, Kubernetes, Jenkins",https://careers.tesla.com/ux-designer-returnship
AI/ML Engineer Returnship,IBM,Design,"Boston, USA",3+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.meta.com/data-analyst-returnship
Product Manager Returnship,Google,Cybersecurity,"Seattle, USA",5+ years,"React, HTML, CSS, JavaScript",https://careers.microsoft.com/devops-engineer-returnship
Product Manager Returnship,Netflix,Cybersecurity,Remote,2+ years,"AWS, Docker, Kubernetes",https://careers.google.com/software-engineer-returnship
Product Manager Returnship,Meta,Design,"San Francisco, USA",2+ years,"SQL, Excel, Tableau",https://careers.netflix.com/cybersecurity-analyst-returnship
Frontend Developer Returnship,Uber,Software Development,"Boston, USA",3+ years,"CI/CD, Kubernetes, Jenkins",https://careers.salesforce.com/frontend-developer-returnship
Cloud Engineer Returnship,Tesla,Cybersecurity,"San Diego, USA",5+ years,"AWS, Docker, Kubernetes",https://careers.airbnb.com/ux-designer-returnship
Software Engineer Returnship,Uber,Cybersecurity,"San Francisco, USA",5+ years,"Network Security, SIEM, Python",https://careers.google.com/software-engineer-returnship
AI/ML Engineer Returnship,Salesforce,Product Management,"Los Angeles, USA",1+ years,"Python, Java, C++",https://careers.meta.com/devops-engineer-returnship
Product Manager Returnship,Meta,Design,"Seattle, USA",1+ years,"Product Strategy, Agile, UX Research",https://careers.airbnb.com/backend-developer-returnship
Data Analyst Returnship,Google,Tech,"Austin, USA",2+ years,"Java, Spring Boot, PostgreSQL",https://careers.meta.com/backend-developer-returnship
Data Analyst Returnship,IBM,Product Management,"Los Angeles, USA",3+ years,"CI/CD, Kubernetes, Jenkins",https://careers.netflix.com/cloud-engineer-returnship
Backend Developer Returnship,Meta,Tech,"Austin, USA",2+ years,"SQL, Excel, Tableau",https://careers.uber.com/software-engineer-returnship
Product Manager Returnship,Netflix,Design,"Boston, USA",3+ years,"Python, Java, C++",https://careers.airbnb.com/cloud-engineer-returnship
Data Analyst Returnship,Google,Cybersecurity,"Chicago, USA",3+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.meta.com/cloud-engineer-returnship
UX Designer Returnship,Netflix,AI/ML,"Los Angeles, USA",3+ years,"Python, Java, C++",https://careers.uber.com/product-manager-returnship
Software Engineer Returnship,Meta,DevOps,"Los Angeles, USA",3+ years,"Figma, Adobe XD, UX Research",https://careers.netflix.com/product-manager-returnship
Cloud Engineer Returnship,Microsoft,Design,"Boston, USA",5+ years,"SQL, Excel, Tableau",https://careers.amazon.com/data-analyst-returnship
Cloud Engineer Returnship,Netflix,DevOps,"Toronto, Canada",3+ years,"React, HTML, CSS, JavaScript",https://careers.netflix.com/devops-engineer-returnship
UX Designer Returnship,Tesla,Design,"Boston, USA",5+ years,"Product Strategy, Agile, UX Research",https://careers.tesla.com/cloud-engineer-returnship
AI/ML Engineer Returnship,Tesla,DevOps,Remote,3+ years,"Python, Java, C++",https://careers.meta.com/data-analyst-returnship
Data Analyst Returnship,Salesforce,Design,"Seattle, USA",5+ years,"SQL, Excel, Tableau",https://careers.netflix.com/software-engineer-returnship
Cybersecurity Analyst Returnship,Tesla,Design,Remote,5+ years,"CI/CD, Kubernetes, Jenkins",https://careers.amazon.com/product-manager-returnship
Data Analyst Returnship,Netflix,Cybersecurity,"New York, USA",2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.meta.com/frontend-developer-returnship
DevOps Engineer Returnship,Amazon,Cloud Computing,"Toronto, Canada",2+ years,"Python, Java, C++",https://careers.tesla.com/ai/ml-engineer-returnship
Backend Developer Returnship,Salesforce,Tech,"Toronto, Canada",1+ years,"Figma, Adobe XD, UX Research",https://careers.meta.com/ux-designer-returnship
UX Designer Returnship,Salesforce,AI/ML,"Toronto, Canada",2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.meta.com/devops-engineer-returnship
UX Designer Returnship,Netflix,Software Development,"Seattle, USA",2+ years,"Network Security, SIEM, Python",https://careers.netflix.com/backend-developer-returnship
UX Designer Returnship,Uber,Tech,Remote,3+ years,"React, HTML, CSS, JavaScript",https://careers.amazon.com/frontend-developer-returnship
Cybersecurity Analyst Returnship,Meta,Software Development,"Austin, USA",1+ years,"Network Security, SIEM, Python",https://careers.salesforce.com/cloud-engineer-returnship
DevOps Engineer Returnship,Microsoft,AI/ML,"San Diego, USA",2+ years,"Network Security, SIEM, Python",https://careers.uber.com/product-manager-returnship
Backend Developer Returnship,Tesla,Software Development,"Seattle, USA",2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.google.com/cybersecurity-analyst-returnship
Product Manager Returnship,Microsoft,Cybersecurity,"Chicago, USA",5+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.amazon.com/software-engineer-returnship
Product Manager Returnship,Tesla,Design,"San Diego, USA",1+ years,"CI/CD, Kubernetes, Jenkins",https://careers.ibm.com/cloud-engineer-returnship
AI/ML Engineer Returnship,Airbnb,Design,"Boston, USA",1+ years,"React, HTML, CSS, JavaScript",https://careers.google.com/product-manager-returnship
UX Designer Returnship,Amazon,Cloud Computing,"Chicago, USA",1+ years,"Product Strategy, Agile, UX Research",https://careers.meta.com/cloud-engineer-returnship
Backend Developer Returnship,Uber,Cloud Computing,"New York, USA",5+ years,"SQL, Excel, Tableau",https://careers.salesforce.com/backend-developer-returnship
AI/ML Engineer Returnship,Meta,Software Development,"San Francisco, USA",1+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.microsoft.com/product-manager-returnship
UX Designer Returnship,Netflix,Product Management,"San Francisco, USA",1+ years,"AWS, Docker, Kubernetes",https://careers.google.com/product-manager-returnship
UX Designer Returnship,Microsoft,Tech,"Austin, USA",5+ years,"AWS, Docker, Kubernetes",https://careers.netflix.com/devops-engineer-returnship
Software Engineer Returnship,Microsoft,Design,"Los Angeles, USA",1+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.salesforce.com/product-manager-returnship
UX Designer Returnship,Netflix,AI/ML,"Chicago, USA",1+ years,"SQL, Excel, Tableau",https://careers.salesforce.com/data-analyst-returnship
Data Analyst Returnship,Meta,DevOps,"Toronto, Canada",3+ years,"Python, Java, C++",https://careers.amazon.com/data-analyst-returnship
Cybersecurity Analyst Returnship,Meta,Cloud Computing,Remote,2+ years,"Figma, Adobe XD, UX Research",https://careers.netflix.com/data-analyst-returnship
Cybersecurity Analyst Returnship,Salesforce,AI/ML,"San Francisco, USA",1+ years,"CI/CD, Kubernetes, Jenkins",https://careers.ibm.com/ai/ml-engineer-returnship
AI/ML Engineer Returnship,Airbnb,Software Development,"Los Angeles, USA",5+ years,"CI/CD, Kubernetes, Jenkins",https://careers.amazon.com/cloud-engineer-returnship
Data Analyst Returnship,Tesla,Tech,"San Francisco, USA",3+ years,"SQL, Excel, Tableau",https://careers.uber.com/ai/ml-engineer-returnship
Cloud Engineer Returnship,Amazon,Design,"Seattle, USA",2+ years,"Network Security, SIEM, Python",https://careers.airbnb.com/ux-designer-returnship
Cybersecurity Analyst Returnship,Salesforce,Software Development,Remote,2+ years,"CI/CD, Kubernetes, Jenkins",https://careers.ibm.com/ux-designer-returnship
Cloud Engineer Returnship,Netflix,Product Management,"Los Angeles, USA",3+ years,"React, HTML, CSS, JavaScript",https://careers.google.com/devops-engineer-returnship
DevOps Engineer Returnship,Salesforce,Cloud Computing,"San Francisco, USA",5+ years,"CI/CD, Kubernetes, Jenkins",https://careers.airbnb.com/cloud-engineer-returnship
Data Analyst Returnship,Google,Design,"Los Angeles, USA",2+ years,"React, HTML, CSS, JavaScript",https://careers.tesla.com/data-analyst-returnship
Cloud Engineer Returnship,Netflix,Cloud Computing,"New York, USA",2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.ibm.com/product-manager-returnship
Software Engineer Returnship,Airbnb,AI/ML,"New York, USA",2+ years,"AWS, Docker, Kubernetes",https://careers.microsoft.com/frontend-developer-returnship
Backend Developer Returnship,Tesla,AI/ML,Remote,1+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.google.com/ai/ml-engineer-returnship
Product Manager Returnship,Meta,Product Management,"Boston, USA",1+ years,"Figma, Adobe XD, UX Research",https://careers.microsoft.com/backend-developer-returnship
UX Designer Returnship,Google,DevOps,"Austin, USA",3+ years,"Network Security, SIEM, Python",https://careers.netflix.com/ux-designer-returnship
Product Manager Returnship,Microsoft,Cybersecurity,"San Francisco, USA",3+ years,"AWS, Docker, Kubernetes",https://careers.microsoft.com/frontend-developer-returnship
AI/ML Engineer Returnship,Tesla,Cybersecurity,"Toronto, Canada",5+ years,"SQL, Excel, Tableau",https://careers.amazon.com/software-engineer-returnship
Software Engineer Returnship,Netflix,AI/ML,"San Francisco, USA",5+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.microsoft.com/product-manager-returnship
Cybersecurity Analyst Returnship,Uber,AI/ML,Remote,3+ years,"Figma, Adobe XD, UX Research",https://careers.salesforce.com/product-manager-returnship
AI/ML Engineer Returnship,Amazon,Tech,"Seattle, USA",5+ years,"React, HTML, CSS, JavaScript",https://careers.meta.com/ux-designer-returnship
AI/ML Engineer Returnship,Google,Product Management,"San Francisco, USA",2+ years,"CI/CD, Kubernetes, Jenkins",https://careers.google.com/frontend-developer-returnship
Product Manager Returnship,Amazon,Software Development,"Toronto, Canada",2+ years,"Product Strategy, Agile, UX Research",https://careers.google.com/ux-designer-returnship
Data Analyst Returnship,Airbnb,Cybersecurity,"Chicago, USA",5+ years,"Python, Java, C++",https://careers.salesforce.com/frontend-developer-returnship
Cybersecurity Analyst Returnship,Salesforce,Product Management,"Chicago, USA",5+ years,"AWS, Docker, Kubernetes",https://careers.airbnb.com/cloud-engineer-returnship
AI/ML Engineer Returnship,Google,Software Development,"Chicago, USA",3+ years,"Python, Java, C++",https://careers.ibm.com/software-engineer-returnship
UX Designer Returnship,Amazon,Software Development,"Chicago, USA",3+ years,"Product Strategy, Agile, UX Research",https://careers.meta.com/frontend-developer-returnship
Cybersecurity Analyst Returnship,Microsoft,Software Development,Remote,5+ years,"Python, Java, C++",https://careers.google.com/data-analyst-returnship
Backend Developer Returnship,IBM,Cloud Computing,"Chicago, USA",2+ years,"SQL, Excel, Tableau",https://careers.uber.com/ux-designer-returnship
Data Analyst Returnship,Netflix,Cybersecurity,"New York, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.tesla.com/data-analyst-returnship
DevOps Engineer Returnship,Netflix,DevOps,"New York, USA",5+ years,"Python, Java, C++",https://careers.tesla.com/ai/ml-engineer-returnship
Cybersecurity Analyst Returnship,Tesla,Tech,"San Diego, USA",3+ years,"SQL, Excel, Tableau",https://careers.amazon.com/cybersecurity-analyst-returnship
Cloud Engineer Returnship,Airbnb,Software Development,"Austin, USA",3+ years,"Java, Spring Boot, PostgreSQL",https://careers.tesla.com/data-analyst-returnship
AI/ML Engineer Returnship,Google,Cybersecurity,"Los Angeles, USA",5+ years,"Java, Spring Boot, PostgreSQL",https://careers.google.com/cybersecurity-analyst-returnship
Cloud Engineer Returnship,Airbnb,Cybersecurity,"New York, USA",3+ years,"AWS, Docker, Kubernetes",https://careers.amazon.com/backend-developer-returnship
Data Analyst Returnship,Amazon,AI/ML,"Los Angeles, USA",2+ years,"Figma, Adobe XD, UX Research",https://careers.tesla.com/ai/ml-engineer-returnship
Software Engineer Returnship,Salesforce,Cybersecurity,"San Diego, USA",3+ years,"Figma, Adobe XD, UX Research",https://careers.amazon.com/data-analyst-returnship
Cloud Engineer Returnship,Netflix,Product Management,"Austin, USA",1+ years,"Product Strategy, Agile, UX Research",https://careers.meta.com/product-manager-returnship
AI/ML Engineer Returnship,Netflix,AI/ML,"New York, USA",1+ years,"Figma, Adobe XD, UX Research",https://careers.tesla.com/ai/ml-engineer-returnship
UX Designer Returnship,Salesforce,DevOps,"New York, USA",2+ years,"React, HTML, CSS, JavaScript",https://careers.airbnb.com/cloud-engineer-returnship
UX Designer Returnship,Microsoft,Design,"Austin, USA",3+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.netflix.com/data-analyst-returnship
AI/ML Engineer Returnship,Airbnb,Cybersecurity,"Austin, USA",3+ years,"React, HTML, CSS, JavaScript",https://careers.netflix.com/devops-engineer-returnship
Product Manager Returnship,Amazon,Software Development,"Los Angeles, USA",5+ years,"Network Security, SIEM, Python",https://careers.ibm.com/product-manager-returnship
Data Analyst Returnship,Uber,DevOps,"Boston, USA",1+ years,"CI/CD, Kubernetes, Jenkins",https://careers.salesforce.com/backend-developer-returnship
Product Manager Returnship,Netflix,DevOps,"San Francisco, USA",5+ years,"SQL, Excel, Tableau",https://careers.salesforce.com/ai/ml-engineer-returnship
AI/ML Engineer Returnship,Tesla,Design,"Seattle, USA",5+ years,"Product Strategy, Agile, UX Research",https://careers.airbnb.com/ux-designer-returnship
Backend Developer Returnship,Netflix,Cloud Computing,"Chicago, USA",3+ years,"Figma, Adobe XD, UX Research",https://careers.tesla.com/data-analyst-returnship
AI/ML Engineer Returnship,Meta,Cloud Computing,"San Diego, USA",1+ years,"AWS, Docker, Kubernetes",https://careers.tesla.com/frontend-developer-returnship
DevOps Engineer Returnship,IBM,DevOps,"Toronto, Canada",5+ years,"SQL, Excel, Tableau",https://careers.airbnb.com/cloud-engineer-returnship
DevOps Engineer Returnship,Microsoft,Software Development,"Boston, USA",3+ years,"Product Strategy, Agile, UX Research",https://careers.tesla.com/backend-developer-returnship
Product Manager Returnship,Google,Product Management,"San Francisco, USA",2+ years,"SQL, Excel, Tableau",https://careers.microsoft.com/software-engineer-returnship
Product Manager Returnship,Amazon,Design,"Seattle, USA",1+ years,"Product Strategy, Agile, UX Research",https://careers.uber.com/frontend-developer-returnship
Data Analyst Returnship,Salesforce,Design,"New York, USA",3+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.salesforce.com/cybersecurity-analyst-returnship
UX Designer Returnship,Uber,Product Management,"Boston, USA",2+ years,"Product Strategy, Agile, UX Research",https://careers.amazon.com/product-manager-returnship
Software Engineer Returnship,Tesla,Tech,"Boston, USA",5+ years,"Product Strategy, Agile, UX Research",https://careers.uber.com/devops-engineer-returnship
Backend Developer Returnship,Uber,Cloud Computing,Remote,5+ years,"Network Security, SIEM, Python",https://careers.microsoft.com/ai/ml-engineer-returnship
Frontend Developer Returnship,Microsoft,Design,"San Diego, USA",5+ years,"Network Security, SIEM, Python",https://careers.salesforce.com/backend-developer-returnship
UX Designer Returnship,Meta,Product Management,"Toronto, Canada",2+ years,"AWS, Docker, Kubernetes",https://careers.microsoft.com/product-manager-returnship
AI/ML Engineer Returnship,Meta,Cloud Computing,"San Diego, USA",2+ years,"Figma, Adobe XD, UX Research",https://careers.meta.com/cloud-engineer-returnship
Software Engineer Returnship,Salesforce,DevOps,"Los Angeles, USA",5+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.amazon.com/ai/ml-engineer-returnship
Data Analyst Returnship,IBM,AI/ML,"Chicago, USA",5+ years,"React, HTML, CSS, JavaScript",https://careers.ibm.com/devops-engineer-returnship
Cybersecurity Analyst Returnship,Airbnb,DevOps,"San Francisco, USA",2+ years,"Java, Spring Boot, PostgreSQL",https://careers.tesla.com/ai/ml-engineer-returnship
UX Designer Returnship,Meta,AI/ML,"Los Angeles, USA",3+ years,"AWS, Docker, Kubernetes",https://careers.airbnb.com/software-engineer-returnship
UX Designer Returnship,Salesforce,Design,Remote,1+ years,"React, HTML, CSS, JavaScript",https://careers.uber.com/data-analyst-returnship
Software Engineer Returnship,IBM,Software Development,"Los Angeles, USA",5+ years,"React, HTML, CSS, JavaScript",https://careers.google.com/devops-engineer-returnship
AI/ML Engineer Returnship,Microsoft,Product Management,"Austin, USA",2+ years,"Product Strategy, Agile, UX Research",https://careers.microsoft.com/devops-engineer-returnship
UX Designer Returnship,Amazon,Software Development,"San Francisco, USA",3+ years,"Product Strategy, Agile, UX Research",https://careers.tesla.com/backend-developer-returnship
Software Engineer Returnship,Microsoft,Product Management,"Chicago, USA",3+ years,"Python, Java, C++",https://careers.microsoft.com/product-manager-returnship
Cloud Engineer Returnship,Salesforce,Cybersecurity,"New York, USA",3+ years,"SQL, Excel, Tableau",https://careers.airbnb.com/ai/ml-engineer-returnship
Product Manager Returnship,Amazon,Design,"Austin, USA",5+ years,"Product Strategy, Agile, UX Research",https://careers.netflix.com/ai/ml-engineer-returnship
DevOps Engineer Returnship,Salesforce,Product Management,"Austin, USA",2+ years,"SQL, Excel, Tableau",https://careers.airbnb.com/data-analyst-returnship
Product Manager Returnship,Microsoft,Tech,"San Francisco, USA",1+ years,"React, HTML, CSS, JavaScript",https://careers.uber.com/software-engineer-returnship
AI/ML Engineer Returnship,Netflix,Tech,"Austin, USA",2+ years,"Product Strategy, Agile, UX Research",https://careers.microsoft.com/product-manager-returnship
Cloud Engineer Returnship,Netflix,Cloud Computing,"New York, USA",2+ years,"Product Strategy, Agile, UX Research",https://careers.amazon.com/cloud-engineer-returnship
UX Designer Returnship,Microsoft,Design,"Toronto, Canada",3+ years,"AWS, Docker, Kubernetes",https://careers.tesla.com/software-engineer-returnship
Backend Developer Returnship,Uber,Tech,"San Diego, USA",1+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.microsoft.com/backend-developer-returnship
Product Manager Returnship,Uber,Cloud Computing,"San Francisco, USA",5+ years,"React, HTML, CSS, JavaScript",https://careers.meta.com/frontend-developer-returnship
Data Analyst Returnship,Meta,Cybersecurity,"Seattle, USA",5+ years,"Figma, Adobe XD, UX Research",https://careers.airbnb.com/product-manager-returnship
Product Manager Returnship,Meta,Design,"Los Angeles, USA",3+ years,"Figma, Adobe XD, UX Research",https://careers.salesforce.com/ux-designer-returnship
Frontend Developer Returnship,Amazon,Design,"New York, USA",5+ years,"AWS, Docker, Kubernetes",https://careers.meta.com/frontend-developer-returnship
Backend Developer Returnship,Amazon,Tech,"Chicago, USA",2+ years,"CI/CD, Kubernetes, Jenkins",https://careers.amazon.com/cybersecurity-analyst-returnship
Frontend Developer Returnship,Netflix,DevOps,"Boston, USA",3+ years,"SQL, Excel, Tableau",https://careers.amazon.com/data-analyst-returnship
Frontend Developer Returnship,Uber,AI/ML,"San Diego, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.airbnb.com/ai/ml-engineer-returnship
Data Analyst Returnship,IBM,Cybersecurity,"Toronto, Canada",2+ years,"SQL, Excel, Tableau",https://careers.microsoft.com/backend-developer-returnship
Cloud Engineer Returnship,Microsoft,Software Development,"New York, USA",1+ years,"React, HTML, CSS, JavaScript",https://careers.uber.com/software-engineer-returnship
Frontend Developer Returnship,IBM,Cybersecurity,"Toronto, Canada",1+ years,"CI/CD, Kubernetes, Jenkins",https://careers.google.com/backend-developer-returnship
Backend Developer Returnship,Amazon,Software Development,"New York, USA",2+ years,"SQL, Excel, Tableau",https://careers.microsoft.com/software-engineer-returnship
Product Manager Returnship,IBM,Cloud Computing,"Seattle, USA",1+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.amazon.com/product-manager-returnship
AI/ML Engineer Returnship,Salesforce,Product Management,"New York, USA",3+ years,"CI/CD, Kubernetes, Jenkins",https://careers.salesforce.com/backend-developer-returnship
Backend Developer Returnship,Google,Software Development,"New York, USA",3+ years,"Product Strategy, Agile, UX Research",https://careers.airbnb.com/product-manager-returnship
DevOps Engineer Returnship,Netflix,Cloud Computing,"Seattle, USA",2+ years,"Java, Spring Boot, PostgreSQL",https://careers.meta.com/ux-designer-returnship
